company_name,cik,has_exhibit21,exhibit21_url,subsidiary_count,reason
Disc Medicine Inc,1816736,True,https://www.sec.gov/Archives/edgar/data/1816736/000095017025028390/iron-ex21_1.htm,2,Exhibit-21 found
Discover Financial Services,1136893,False,,0,"10-K found, but Exhibit-21 missing"
Distoken Acquisition Corp,1998781,False,,0,"10-K found, but Exhibit-21 missing"
Distribution Solutions Group Inc,703604,True,https://www.sec.gov/Archives/edgar/data/703604/000070360425000012/a202410kex212024.htm,24,Exhibit-21 found
Diversified Healthcare Trust,1075415,False,,0,"10-K found, but Exhibit-21 missing"
Dixie Group Inc,29332,True,https://www.sec.gov/Archives/edgar/data/29332/000002933225000017/ex21_subsidiaries2024.htm,1,Exhibit-21 found
DLH Holdings Corp,785557,False,,0,"10-K found, but Exhibit-21 missing"
DMC Global Inc,34067,False,,0,"10-K found, but Exhibit-21 missing"
Dmy Squared Technology Group Inc,1915380,False,,0,"10-K found, but Exhibit-21 missing"
DNOW Inc,1599617,True,https://www.sec.gov/Archives/edgar/data/1599617/000095017025021784/dnow-ex21_1.htm,19,Exhibit-21 found
Docgo Inc,1822359,True,https://www.sec.gov/Archives/edgar/data/1822359/000182235925000018/dcgo-20241231xex211.htm,50,Exhibit-21 found
Docusign Inc,1261333,False,,0,"10-K found, but Exhibit-21 missing"
Dogecoin Cash Inc,1360442,False,,0,"10-K found, but Exhibit-21 missing"
Dogwood Therapeutics Inc,1818844,True,https://www.sec.gov/Archives/edgar/data/1818844/000155837025004167/dwtx-20241231xex21d1.htm,3,Exhibit-21 found
Dolby Laboratories Inc,1308547,False,,0,"10-K found, but Exhibit-21 missing"
Dollar General Corp,29534,True,https://www.sec.gov/Archives/edgar/data/29534/000155837025003413/dg-20250131xex21.htm,41,Exhibit-21 found
Dollar TREE Inc,935703,True,https://www.sec.gov/Archives/edgar/data/935703/000093570325000015/dltr-2025x02x01x10kxex211.htm,11,Exhibit-21 found
Dolphin Entertainment Inc,1282224,True,https://www.sec.gov/Archives/edgar/data/1282224/000107997325000490/ex21x1.htm,21,Exhibit-21 found
Dominari Holdings Inc,12239,True,https://www.sec.gov/Archives/edgar/data/12239/000121390025031890/ea023760801ex21-1_domin.htm,7,Exhibit-21 found
Dominos Pizza Inc,1286681,True,https://www.sec.gov/Archives/edgar/data/1286681/000095017025025223/dpz-ex21_1.htm,19,Exhibit-21 found
DOMO Inc,1505952,False,,0,"10-K found, but Exhibit-21 missing"
Donaldson Co Inc,29644,False,,0,"10-K found, but Exhibit-21 missing"
Donegal Group Inc,800457,True,https://www.sec.gov/Archives/edgar/data/800457/000114036125007891/ef20038953_ex21.htm,5,Exhibit-21 found
Dorchester Minerals LP,1172358,False,,0,"10-K found, but Exhibit-21 missing"
Dorian LPG Ltd,1596993,True,https://www.sec.gov/Archives/edgar/data/1596993/000159699325000034/lpg-20250331xex21d1.htm,32,Exhibit-21 found
Dorman Products Inc,868780,False,,0,"10-K found, but Exhibit-21 missing"
Douglas Dynamics Inc,1287213,False,,0,"10-K found, but Exhibit-21 missing"
Douglas Elliman Inc,1878897,True,https://www.sec.gov/Archives/edgar/data/1878897/000187889725000009/a2024-1231xex211.htm,6,Exhibit-21 found
Dover Corp,29905,False,,0,"10-K found, but Exhibit-21 missing"
Doximity Inc,1516513,False,,0,"10-K found, but Exhibit-21 missing"
Draftkings Inc,1883685,False,,0,"10-K found, but Exhibit-21 missing"
Dragonfly Energy Holdings Corp,1847986,True,https://www.sec.gov/Archives/edgar/data/1847986/000164117225001755/ex21-1.htm,3,Exhibit-21 found
Dream Finders Homes Inc,1825088,False,,0,"10-K found, but Exhibit-21 missing"
Drilling Tools International Corp,1884516,False,,0,"10-K found, but Exhibit-21 missing"
Driveitaway Holdings Inc,1394638,True,https://www.sec.gov/Archives/edgar/data/1394638/000173112225000289/e6280_ex21.htm,3,Exhibit-21 found
Driven Brands Holdings Inc,1804745,False,,0,"10-K found, but Exhibit-21 missing"
Dropbox Inc,1467623,False,,0,"10-K found, but Exhibit-21 missing"
DSG Global Inc,64040,True,https://www.sec.gov/Archives/edgar/data/64040/000006404025000052/ex21tofy2024x202410xksubsi.htm,134,Exhibit-21 found
DSS Inc,771999,True,https://www.sec.gov/Archives/edgar/data/771999/000164117225001576/ex21-1.htm,36,Exhibit-21 found
DT Cloud Acquisition Corp,2017950,False,,0,"10-K found, but Exhibit-21 missing"
DT Cloud Star Acquisition Corp,2017950,False,,0,"10-K found, but Exhibit-21 missing"
DT Midstream Inc,1842022,True,https://www.sec.gov/Archives/edgar/data/1842022/000184202225000003/a12312024ex211.htm,14,Exhibit-21 found
Duckhorn Portfolio Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Ducommun Inc,30305,True,https://www.sec.gov/Archives/edgar/data/30305/000162828025008401/dco10-k2024_ex21.htm,18,Exhibit-21 found
DUKE Robotics Corp,1638911,True,https://www.sec.gov/Archives/edgar/data/1638911/000121390025025286/ea023301201ex21-1_duke.htm,3,Exhibit-21 found
Duluth Holdings Inc,1649744,False,,0,"10-K found, but Exhibit-21 missing"
Dun & Bradstreet Holdings Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Duolingo Inc,1562088,True,https://www.sec.gov/Archives/edgar/data/1562088/000156208825000042/duolingo-2024q410kex211.htm,2,Exhibit-21 found
Dupont De Nemours Inc,1666700,False,,0,"10-K found, but Exhibit-21 missing"
D-Wave Quantum Inc,1907982,False,,0,"10-K found, but Exhibit-21 missing"
DXC Technology Co,1688568,True,https://www.sec.gov/Archives/edgar/data/1688568/000168856825000029/fy25ex21-dxcsubsidiaries_f.htm,110,Exhibit-21 found
DXP Enterprises Inc,1020710,False,,0,"10-K found, but Exhibit-21 missing"
Dyadic International Inc,1213809,False,,0,"10-K found, but Exhibit-21 missing"
Dycom Industries Inc,67215,True,https://www.sec.gov/Archives/edgar/data/67215/000006721525000012/dyfy202510kex211.htm,47,Exhibit-21 found
Dynamix Corp,2028699,False,,0,"10-K found, but Exhibit-21 missing"
Dynaresource Inc,1111741,False,,0,"10-K found, but Exhibit-21 missing"
Dynatrace Inc,1773383,False,,0,"10-K found, but Exhibit-21 missing"
Dynatronics Corp,720875,False,,0,"10-K found, but Exhibit-21 missing"
Dynavax Technologies Corp,1029142,False,,0,"10-K found, but Exhibit-21 missing"
Dyne Therapeutics Inc,1818794,True,https://www.sec.gov/Archives/edgar/data/1818794/000095017025028356/dyn-ex21_1.htm,0,Exhibit-21 found
Dynex Capital Inc,826675,False,,0,"10-K found, but Exhibit-21 missing"
DZS Inc,771999,True,https://www.sec.gov/Archives/edgar/data/771999/000164117225001576/ex21-1.htm,36,Exhibit-21 found
E.l.f Beauty Inc,1600033,False,,0,"10-K found, but Exhibit-21 missing"
E2open Parent Holdings Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
EACO Corp,784539,False,,0,"10-K found, but Exhibit-21 missing"
Eagle Bancorp Inc,1050441,True,https://www.sec.gov/Archives/edgar/data/1050441/000105044125000051/ex21_subsidiaries.htm,6,Exhibit-21 found
Eagle Bancorp Montana Inc,1478454,False,,0,"10-K found, but Exhibit-21 missing"
Eagle Financial Services Inc,880641,True,https://www.sec.gov/Archives/edgar/data/880641/000095017025047778/efsi-ex21_1.htm,2,Exhibit-21 found
Eagle Materials Inc,918646,True,https://www.sec.gov/Archives/edgar/data/918646/000095017025075321/exp-ex21.htm,28,Exhibit-21 found
Eagle Pharmaceuticals Inc,1723128,False,,0,"10-K found, but Exhibit-21 missing"
Eagle Point Credit Co Inc,1604174,False,,0,No 10-K found
EAST WEST Bancorp Inc,1069157,False,,0,"10-K found, but Exhibit-21 missing"
Easterly Government Properties Inc,1622194,True,https://www.sec.gov/Archives/edgar/data/1622194/000095017025026749/dea-ex21_1.htm,105,Exhibit-21 found
Eastern Bankshares Inc,1810546,True,https://www.sec.gov/Archives/edgar/data/1810546/000162828025008583/ebc-20241231xex21xsubsidia.htm,4,Exhibit-21 found
Eastern Co,31107,True,https://www.sec.gov/Archives/edgar/data/31107/000165495425002610/eml_ex21.htm,12,Exhibit-21 found
Eastgroup Properties Inc,49600,False,,0,"10-K found, but Exhibit-21 missing"
Eastman Kodak Co,31235,True,https://www.sec.gov/Archives/edgar/data/31235/000095017025040256/kodk-ex21.htm,16,Exhibit-21 found
Eastside Distilling Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Eaton Corp PLC,1551182,True,https://www.sec.gov/Archives/edgar/data/1551182/000155118225000006/etn12312024ex21.htm,122,Exhibit-21 found
EBAY Inc,1065088,True,https://www.sec.gov/Archives/edgar/data/1065088/000106508825000037/ebay123124ex2101.htm,1,Exhibit-21 found
EBET Inc,1652044,False,,0,"10-K found, but Exhibit-21 missing"
ECA Marcellus Trust I,1487798,False,,0,"10-K found, but Exhibit-21 missing"
ECB Bancorp Inc,1295401,False,,0,"10-K found, but Exhibit-21 missing"
ECD Automotive Design Inc,1922858,False,,0,"10-K found, but Exhibit-21 missing"
Echostar Corp,1415404,True,https://www.sec.gov/Archives/edgar/data/1415404/000155837025001663/tmb-20241231xex21.htm,1,Exhibit-21 found
Eco Bright Future Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
ECO Science Solutions Inc,1490873,False,,0,"10-K found, but Exhibit-21 missing"
Ecolab Inc,31462,True,https://www.sec.gov/Archives/edgar/data/31462/000155837025001263/ecl-20241231xex21d1.htm,91,Exhibit-21 found
Ecovyst Inc,1708035,True,https://www.sec.gov/Archives/edgar/data/1708035/000170803525000070/ex211-subsidiarylistingx12.htm,13,Exhibit-21 found
Edesa Biotech Inc,1540159,False,,0,"10-K found, but Exhibit-21 missing"
Edgewell Personal CARE Co,1096752,True,https://www.sec.gov/Archives/edgar/data/1096752/000162828025052765/epc10k93025ex211.htm,25,Exhibit-21 found
Edgio Inc,1018724,True,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231xex211.htm,9,Exhibit-21 found
Edible Garden AG Inc,1809750,True,https://www.sec.gov/Archives/edgar/data/1809750/000147793225002281/edbl_ex211.htm,4,Exhibit-21 found
Edison International,827052,True,https://www.sec.gov/Archives/edgar/data/827052/000082705225000022/eix-20241231xex211.htm,2,Exhibit-21 found
Editas Medicine Inc,1650664,False,,0,"10-K found, but Exhibit-21 missing"
Educational Development Corp,31667,False,,0,"10-K found, but Exhibit-21 missing"
Edwards Lifesciences Corp,1099800,True,https://www.sec.gov/Archives/edgar/data/1099800/000109980025000005/ex-21110xkq42024.htm,4,Exhibit-21 found
Effector Therapeutics Inc,1001316,False,,0,"10-K found, but Exhibit-21 missing"
Egain Corp,1066194,False,,0,"10-K found, but Exhibit-21 missing"
Ehealth Inc,1333493,False,,0,"10-K found, but Exhibit-21 missing"
EKSO Bionics Holdings Inc,1549084,False,,0,"10-K found, but Exhibit-21 missing"
El Pollo Loco Holdings Inc,1606366,False,,0,"10-K found, but Exhibit-21 missing"
Elanco Animal Health Inc,1739104,False,,0,"10-K found, but Exhibit-21 missing"
Elastic NV,1707753,True,https://www.sec.gov/Archives/edgar/data/1707753/000170775325000021/a25q4ex211.htm,6,Exhibit-21 found
Electriq Power Holdings Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Electro Sensors Inc,351789,False,,0,"10-K found, but Exhibit-21 missing"
Electromed Inc,1488917,False,,0,"10-K found, but Exhibit-21 missing"
Electromedical Technologies Inc,1715819,False,,0,"10-K found, but Exhibit-21 missing"
Electronic ARTS Inc,712515,True,https://www.sec.gov/Archives/edgar/data/712515/000071251525000022/ex-211subsidiariesofthereg.htm,29,Exhibit-21 found
Electronic Systems Technology Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Eledon Pharmaceuticals Inc,1404281,False,,0,"10-K found, but Exhibit-21 missing"
Element Solutions Inc,1590714,True,https://www.sec.gov/Archives/edgar/data/1590714/000159071425000022/esi10-k20241231ex211.htm,66,Exhibit-21 found
Elevai Labs Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Elevance Health Inc,1156039,False,,0,"10-K found, but Exhibit-21 missing"
Elevation Oncology Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
ELI Lilly & Co,59478,False,,0,"10-K found, but Exhibit-21 missing"
Eline Entertainment Group Inc,1043150,False,,0,"10-K found, but Exhibit-21 missing"
Elite Health Systems Inc,1089815,False,,0,"10-K found, but Exhibit-21 missing"
Elite Pharmaceuticals Inc,1053369,False,,0,"10-K found, but Exhibit-21 missing"
Elme Communities,104894,False,,0,"10-K found, but Exhibit-21 missing"
Elutia Inc,1708527,False,,0,"10-K found, but Exhibit-21 missing"
Elvictor Group Inc,1741489,True,https://www.sec.gov/Archives/edgar/data/1741489/000121390025031497/ea023238601ex21-1_elvictor.htm,3,Exhibit-21 found
Elys BMG Group Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Embassy Bancorp Inc,1449794,True,https://www.sec.gov/Archives/edgar/data/1449794/000144979425000002/emyb-20241231xex21_1.htm,1,Exhibit-21 found
Embrace Change Acquisition Corp,1869601,False,,0,"10-K found, but Exhibit-21 missing"
Emcor Group Inc,105634,True,https://www.sec.gov/Archives/edgar/data/105634/000010563425000015/eme-ex21_20241231xq4.htm,6,Exhibit-21 found
Emcore Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Emerald Holding Inc,1579214,True,https://www.sec.gov/Archives/edgar/data/1579214/000095017025039386/eex-ex21_1.htm,3,Exhibit-21 found
Emergent Biosolutions Inc,1367644,False,,0,"10-K found, but Exhibit-21 missing"
Emerson Electric Co,32604,False,,0,"10-K found, but Exhibit-21 missing"
Emerson Radio Corp,32621,False,,0,"10-K found, but Exhibit-21 missing"
Emmaus Life Sciences Inc,822370,True,https://www.sec.gov/Archives/edgar/data/822370/000095017025053744/emma-ex21_1.htm,6,Exhibit-21 found
Emo Capital Corp,1410708,False,,0,"10-K found, but Exhibit-21 missing"
Empire Petroleum Corp,887396,False,,0,"10-K found, but Exhibit-21 missing"
Empire State Realty OP LP,1553079,False,,0,"10-K found, but Exhibit-21 missing"
Employers Holdings Inc,1379041,False,,0,"10-K found, but Exhibit-21 missing"
Enact Holdings Inc,1823529,False,,0,"10-K found, but Exhibit-21 missing"
Enanta Pharmaceuticals Inc,1177648,True,https://www.sec.gov/Archives/edgar/data/1177648/000119312525288121/enta-ex21_1.htm,3,Exhibit-21 found
ENB Financial Corp,1437479,True,https://www.sec.gov/Archives/edgar/data/1437479/000117494725000372/ex21.htm,1,Exhibit-21 found
Enbridge Inc,895728,True,https://www.sec.gov/Archives/edgar/data/895728/000089572825000006/eiex211subsidiariesofthere.htm,329,Exhibit-21 found
Encision Inc,930775,False,,0,"10-K found, but Exhibit-21 missing"
Encompass Health Corp,785161,True,https://www.sec.gov/Archives/edgar/data/785161/000078516125000009/ehc10k123124ex211.htm,166,Exhibit-21 found
Encore Capital Group Inc,1084961,True,https://www.sec.gov/Archives/edgar/data/1084961/000108496125000011/ecpg-20241231ex21.htm,17,Exhibit-21 found
Endeavor Group Holdings Inc,894871,True,https://www.sec.gov/Archives/edgar/data/894871/000164117225004921/ex21-1.htm,5,Exhibit-21 found
Endexx Corp,1109486,True,https://www.sec.gov/Archives/edgar/data/1109486/000149315224002515/ex21-1.htm,7,Exhibit-21 found
ENDI Corp,1908984,True,https://www.sec.gov/Archives/edgar/data/1908984/000149315224012465/ex21-1.htm,9,Exhibit-21 found
Endo Inc,1075736,True,https://www.sec.gov/Archives/edgar/data/1075736/000165495425002287/cxdo_ex211.htm,6,Exhibit-21 found
Endra Life Sciences Inc,1681682,False,,0,"10-K found, but Exhibit-21 missing"
Energizer Holdings Inc,1632790,False,,0,"10-K found, but Exhibit-21 missing"
Energous Corp,1575793,False,,0,"10-K found, but Exhibit-21 missing"
Energy Focus Inc/De,924168,False,,0,"10-K found, but Exhibit-21 missing"
Energy Fuels Inc,1385849,True,https://www.sec.gov/Archives/edgar/data/1385849/000138584925000004/efr12312024-ex211.htm,0,Exhibit-21 found
Energy Recovery Inc,1421517,True,https://www.sec.gov/Archives/edgar/data/1421517/000142151725000048/ex211subsidiaries2024-q4.htm,1,Exhibit-21 found
Energy Services Of America Corp,1357971,True,https://www.sec.gov/Archives/edgar/data/1357971/000141057824002104/esoa-20240930xex21.htm,11,Exhibit-21 found
Energy Transfer LP,1276187,True,https://www.sec.gov/Archives/edgar/data/1276187/000127618725000018/et12312024ex211.htm,372,Exhibit-21 found
Enersys,1289308,False,,0,"10-K found, but Exhibit-21 missing"
Enfusion Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Engene Holdings Inc,1980845,False,,0,"10-K found, but Exhibit-21 missing"
Enhabit Inc,1803737,False,,0,"10-K found, but Exhibit-21 missing"
Enlink Midstream LLC,2064947,False,,0,No 10-K found
Enliven Therapeutics Inc,1672619,True,https://www.sec.gov/Archives/edgar/data/1672619/000095017025038758/elvn-ex21_1.htm,1,Exhibit-21 found
Ennis Inc,33002,True,https://www.sec.gov/Archives/edgar/data/33002/000095017025070268/ebf-ex21.htm,26,Exhibit-21 found
Enova International Inc,1529864,True,https://www.sec.gov/Archives/edgar/data/1529864/000095017025022244/enva-ex21_1.htm,96,Exhibit-21 found
Enovis Corp,1420800,False,,0,"10-K found, but Exhibit-21 missing"
Enovix Corp,1828318,False,,0,"10-K found, but Exhibit-21 missing"
Enphase Energy Inc,1463101,False,,0,"10-K found, but Exhibit-21 missing"
Enservco Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Ensign Group Inc,1125376,True,https://www.sec.gov/Archives/edgar/data/1125376/000112537625000021/ensg123124ex211.htm,625,Exhibit-21 found
Enstar Group Ltd,1577552,False,,0,No 10-K found
Ensysce Biosciences Inc,1716947,False,,0,"10-K found, but Exhibit-21 missing"
Entera Bio Ltd,1638097,False,,0,"10-K found, but Exhibit-21 missing"
Entergy Mississippi LLC,66901,True,https://www.sec.gov/Archives/edgar/data/66901/000006598425000012/a10kex-212024.htm,65,Exhibit-21 found
Entero Therapeutics Inc,1689375,False,,0,"10-K found, but Exhibit-21 missing"
Enterprise Financial Services Corp,1025835,True,https://www.sec.gov/Archives/edgar/data/1025835/000102583525000039/a20241231-ex211.htm,4,Exhibit-21 found
Enterprise Products Partners LP,1061219,False,,0,"10-K found, but Exhibit-21 missing"
Entrada Therapeutics Inc,1689375,False,,0,"10-K found, but Exhibit-21 missing"
Entravision Communications Corp,1109116,True,https://www.sec.gov/Archives/edgar/data/1109116/000095017025034661/evc-ex21_1.htm,26,Exhibit-21 found
Entrepreneur Universe Bright Group,1171326,True,https://www.sec.gov/Archives/edgar/data/1171326/000101376225004076/ea023491101ex21-1_entrepre.htm,2,Exhibit-21 found
Envela Corp,701719,True,https://www.sec.gov/Archives/edgar/data/701719/000070171925000007/ela-20241231xex21d1.htm,9,Exhibit-21 found
Enveric Biosciences Inc,890821,True,https://www.sec.gov/Archives/edgar/data/890821/000164117225001296/ex21.htm,7,Exhibit-21 found
Enviri Corp,45876,True,https://www.sec.gov/Archives/edgar/data/45876/000004587625000018/nvri-ex21x20241231xxsubsid.htm,108,Exhibit-21 found
Envirotech Vehicles Inc,1563568,False,,0,"10-K found, but Exhibit-21 missing"
Envista Holdings Corp,1757073,True,https://www.sec.gov/Archives/edgar/data/1757073/000175707325000007/nvst-ex2112024significants.htm,6,Exhibit-21 found
Envoy Medical Inc,1840877,True,https://www.sec.gov/Archives/edgar/data/1840877/000101376225004299/ea023532001ex21-1_envoy.htm,1,Exhibit-21 found
Envveno Medical Corp,1661053,False,,0,"10-K found, but Exhibit-21 missing"
ENZO Biochem Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Enzon Pharmaceuticals Inc,727510,True,https://www.sec.gov/Archives/edgar/data/727510/000141057825000177/enzn-20241231xex21d1.htm,1,Exhibit-21 found
EON Resources Inc,1842556,False,,0,"10-K found, but Exhibit-21 missing"
Eos Energy Enterprises Inc,1805077,False,,0,"10-K found, but Exhibit-21 missing"
EOS Inc,1883835,False,,0,"10-K found, but Exhibit-21 missing"
EPAM Systems Inc,1352010,False,,0,"10-K found, but Exhibit-21 missing"
Eplus Inc,1022408,True,https://www.sec.gov/Archives/edgar/data/1022408/000114036125020204/ef20047615_ex21.htm,35,Exhibit-21 found
EPR Properties,1045450,False,,0,"10-K found, but Exhibit-21 missing"
Epsilon Energy Ltd,1726126,False,,0,"10-K found, but Exhibit-21 missing"
EQT Corp,33213,True,https://www.sec.gov/Archives/edgar/data/33213/000003321325000011/ex2112312024eqt.htm,62,Exhibit-21 found
Equator Beverage Co,1414953,False,,0,"10-K found, but Exhibit-21 missing"
Equity Bancshares Inc,1227500,True,https://www.sec.gov/Archives/edgar/data/1227500/000095017025035585/eqbk-ex21_1.htm,9,Exhibit-21 found
Equity Commonwealth,895417,False,,0,"10-K found, but Exhibit-21 missing"
Equity Lifestyle Properties Inc,895417,False,,0,"10-K found, but Exhibit-21 missing"
Equity Residential,906107,True,https://www.sec.gov/Archives/edgar/data/906107/000095017025019894/eqr-ex21.htm,484,Exhibit-21 found
Equus Total Return Inc,878932,False,,0,"10-K found, but Exhibit-21 missing"
EQV Ventures Acquisition Corp,2021042,False,,0,"10-K found, but Exhibit-21 missing"
Erasca Inc,1761918,False,,0,"10-K found, but Exhibit-21 missing"
ERIE Indemnity Co,922621,False,,0,"10-K found, but Exhibit-21 missing"
ESAB Corp,1877322,False,,0,"10-K found, but Exhibit-21 missing"
Escalade Inc,33488,False,,0,"10-K found, but Exhibit-21 missing"
ESCO Technologies Inc,866706,True,https://www.sec.gov/Archives/edgar/data/866706/000110465925117276/ese-20250930xex21.htm,16,Exhibit-21 found
ESG Inc,1883835,False,,0,"10-K found, but Exhibit-21 missing"
ESH Acquisition Corp,1918661,False,,0,"10-K found, but Exhibit-21 missing"
Esperion Therapeutics Inc,1434868,False,,0,"10-K found, but Exhibit-21 missing"
Espey MFG & Electronics Corp,33533,False,,0,"10-K found, but Exhibit-21 missing"
Esports Entertainment Group Inc,1451448,True,https://www.sec.gov/Archives/edgar/data/1451448/000149315223037224/ex21-1.htm,1,Exhibit-21 found
ESS Tech Inc,1819438,False,,0,"10-K found, but Exhibit-21 missing"
ESSA Pharma Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Essent Group Ltd,1448893,True,https://www.sec.gov/Archives/edgar/data/1448893/000144889325000009/a123124ex211.htm,38,Exhibit-21 found
Essential Utilities Inc,78128,True,https://www.sec.gov/Archives/edgar/data/78128/000156276225000036/wtrg-20241231xex21_1.htm,16,Exhibit-21 found
Essex Property Trust Inc,920522,True,https://www.sec.gov/Archives/edgar/data/920522/000092052225000024/ess-123124xex211.htm,116,Exhibit-21 found
Estee Lauder Companies Inc,1001250,False,,0,"10-K found, but Exhibit-21 missing"
Estrella Immunopharma Inc,1844417,False,,0,"10-K found, but Exhibit-21 missing"
Eterna Therapeutics Inc,34956,False,,0,"10-K found, but Exhibit-21 missing"
Ethan Allen Interiors Inc,896156,False,,0,"10-K found, but Exhibit-21 missing"
Eton Pharmaceuticals Inc,1710340,False,,0,"10-K found, but Exhibit-21 missing"
ETSY Inc,1370637,True,https://www.sec.gov/Archives/edgar/data/1370637/000137063725000017/ex21112312024.htm,1,Exhibit-21 found
Eureka Acquisition Corp,2000410,False,,0,"10-K found, but Exhibit-21 missing"
Euronet Worldwide Inc,1029199,True,https://www.sec.gov/Archives/edgar/data/1029199/000121390025017068/ex211_2.htm,47,Exhibit-21 found
European Wax Center Inc,1856236,True,https://www.sec.gov/Archives/edgar/data/1856236/000095017025037202/ewcz-ex21_1.htm,24,Exhibit-21 found
Eva Live Inc,1983736,False,,0,"10-K found, but Exhibit-21 missing"
Evans Bancorp Inc,1295401,False,,0,"10-K found, but Exhibit-21 missing"
Eve Holding Inc,1823652,False,,0,"10-K found, but Exhibit-21 missing"
Eventbrite Inc,1475115,False,,0,"10-K found, but Exhibit-21 missing"
Eventiko Inc,1816554,False,,0,"10-K found, but Exhibit-21 missing"
Evercommerce Inc,1853145,True,https://www.sec.gov/Archives/edgar/data/1853145/000185314525000009/ex211evcmlistofsubsidiaries.htm,49,Exhibit-21 found
Evercore Inc,1360901,True,https://www.sec.gov/Archives/edgar/data/1360901/000136090125000005/evr12312024ex211.htm,11,Exhibit-21 found
Everest Consolidator Acquisition Corp,1045810,False,,0,"10-K found, but Exhibit-21 missing"
Evergreen Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Evergy Inc,1711269,True,https://www.sec.gov/Archives/edgar/data/1711269/000171126925000004/evrg-12312024xex211.htm,5,Exhibit-21 found
Everi Holdings Inc,1823652,False,,0,"10-K found, but Exhibit-21 missing"
Everquote Inc,1640428,True,https://www.sec.gov/Archives/edgar/data/1640428/000095017025026724/ever-ex21_1.htm,1,Exhibit-21 found
Eversource Energy,72741,True,https://www.sec.gov/Archives/edgar/data/72741/000007274125000007/a2024-ex21subsidiariesofth.htm,37,Exhibit-21 found
Everus Construction Group Inc,2015845,True,https://www.sec.gov/Archives/edgar/data/2015845/000201584525000012/a202410-kex211xecgxuse.htm,21,Exhibit-21 found
Everything Blockchain Inc,1730869,False,,0,"10-K found, but Exhibit-21 missing"
Evgo Inc,1821159,True,https://www.sec.gov/Archives/edgar/data/1821159/000155837025002400/evgo-20241231xex21d1.htm,10,Exhibit-21 found
EVI Industries Inc,65312,True,https://www.sec.gov/Archives/edgar/data/65312/000207709625000107/ea025500101ex21_eviindus.htm,28,Exhibit-21 found
Evoair Holdings Inc,1700844,False,,0,"10-K found, but Exhibit-21 missing"
Evofem Biosciences Inc,1618835,True,https://www.sec.gov/Archives/edgar/data/1618835/000164117225000188/ex21-1.htm,3,Exhibit-21 found
Evoke Pharma Inc,1403708,False,,0,"10-K found, but Exhibit-21 missing"
Evolent Health Inc,1628908,False,,0,"10-K found, but Exhibit-21 missing"
Evolus Inc,1570562,False,,0,"10-K found, but Exhibit-21 missing"
Evolution Petroleum Corp,1006655,True,https://www.sec.gov/Archives/edgar/data/1006655/000110465925090839/epm-20250630xex21d1.htm,10,Exhibit-21 found
Evolv Technologies Holdings Inc,1805385,False,,0,"10-K found, but Exhibit-21 missing"
Evome Medical Technologies Inc,1404593,False,,0,"10-K found, but Exhibit-21 missing"
EWSB Bancorp Inc,1295401,False,,0,"10-K found, but Exhibit-21 missing"
Exact Sciences Corp,1124140,False,,0,"10-K found, but Exhibit-21 missing"
Exagen Inc,1274737,False,,0,"10-K found, but Exhibit-21 missing"
Excelerate Energy Inc,1888447,True,https://www.sec.gov/Archives/edgar/data/1888447/000095017025029147/ee-ex21_1.htm,35,Exhibit-21 found
Exela Technologies Inc,1571996,False,,0,"10-K found, but Exhibit-21 missing"
Exelixis Inc,939767,True,https://www.sec.gov/Archives/edgar/data/939767/000093976725000019/exel2024ex211subsidiarieso.htm,3,Exhibit-21 found
Exelon Corp,1109357,False,,0,"10-K found, but Exhibit-21 missing"
Exicure Inc,1698530,False,,0,"10-K found, but Exhibit-21 missing"
Exlservice Holdings Inc,1297989,True,https://www.sec.gov/Archives/edgar/data/1297989/000129798925000002/exls-ex211x12312024x10xk.htm,21,Exhibit-21 found
Exodus Movement Inc,1821534,False,,0,"10-K found, but Exhibit-21 missing"
Expand Energy Corp,895126,False,,0,"10-K found, but Exhibit-21 missing"
Expedia Group Inc,1324424,True,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000008/q42024ex-21.htm,10,Exhibit-21 found
Expeditors International OF Washington Inc,746515,True,https://www.sec.gov/Archives/edgar/data/746515/000095017025024750/expd-ex21_1.htm,29,Exhibit-21 found
