CMTE_ID,CMTE_NM,CONNECTED_ORG_NM,CMTE_TP,ORG_TP,committee_name_clean,TOTAL_AMOUNT,HAS_DONATED,FIRST_CYCLE,LAST_CYCLE
C00161422,TECO ENERGY INC EMPLOYEES' PAC,"TECO ENERGY, INC.",Q,C,teco energy inc,0.0,False,,
C00161570,"AMERICAN PUBLIC POWER ASSOCIATION, PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC",AMERICAN PUBLIC POWER ASSOCIATION,Q,C,american public power association public ownership electric resources,0.0,False,,
C00161604,COOPERATIVE OF AMERICAN PHYSICIANS FEDERAL POLITICAL ACTION COMMITTEE,COOPERATIVE OF AMERICAN PHYSICIANS,Q,C,cooperative american physicians federal,0.0,False,,
C00161901,"EQUITABLE HOLDINGS, INC. POLITICAL ACTION COMMITTEE (EQUITABLE PAC)","EQUITABLE HOLDINGS, INC.",Q,C,equitable holdings inc equitable,0.0,False,,
C00163253,MDU RESOURCES GROUP GOOD GOVERNMENT FUND,"MDU RESOURCES GROUP, INC.",Q,C,mdu resources group good government,14684.8,true,2016,2026
C00163832,CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORPORATION,Q,C,csx corporation good government,294265.0,true,2016,2026
C00163873,EMPLOYERS MUTUAL CASUALTY COMPANY COMMITTEE FOR RESPONSIBLE FEDERAL GOVERNMENT,EMC INSURANCE COMPANIES,Q,C,employers mutual casualty company responsible federal government,0.0,False,,
C00165282,OLD NATIONAL BANK PAC,OLD NATIONAL BANK,Q,C,old national bank,94000.0,true,2022,2024
C00165365,G4S SECURE SOLUTIONS (USA) PAC,G4S SECURE SOLUTIONS (USA) PAC,Q,C,g4s secure solutions usa,0.0,False,,
C00165589,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),HUNTINGTON BANCSHARES INC.,Q,C,huntington bancshares inc hbi,17500.0,true,2016,2024
C00165878,"CLECO POLITICAL ACTION COMMITTEE, CLECO CORPORATION",CLECO CORPORATION,Q,C,cleco cleco corporation,0.0,False,,
C00166553,STEPHENS INC. FEDERAL POLITICAL ACTION COMMITTEE,STEPHENS INC,Q,C,stephens inc federal,0.0,False,,
C00166892,"BLUE BELL CREAMERIES USA, INC PAC","BLUE BELL CREAMERIES USA, INC PAC",Q,C,blue bell creameries usa inc,0.0,False,,
C00167460,GLOBE LIFE INC. PAC,GLOBE LIFE INC.,Q,C,globe life inc,1000.0,true,2020,2020
C00167668,ARCH RESOURCES INC. POLITICAL ACTION COMMITTEE (ARCHPAC),"ARCH RESOURCES, INC.",Q,C,arch resources inc archpac,0.0,False,,
C00168120,MCGLINCHEY STAFFORD POLITICAL ACTION COMMITTEE (MACPAC),MCGLINCHEY STAFFORD MINTZ CELLINI LANG,Q,C,mcglinchey stafford macpac,0.0,False,,
C00168203,"THE PHOENIX COMPANIES, INC. - PAC FEDERAL","THE PHOENIX COMPANIES, INC.",Q,C,phoenix companies inc federal,0.0,False,,
C00168864,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)","THE HARTFORD FINANCIAL SERVICES GROUP, INC. FEDERAL PAC (AKA HARTFORD ADVOCATES FEDERAL FUND)",Q,C,hartford financial services group inc aka hartford advocates,0.0,False,,
C00169441,"DICKIE, MCCAMEY & CHILCOTE, PC POLITICAL ACTION COMMITTEE","DICKIE, MCCAMEY & CHILCOTE, PC",Q,C,dickie mccamey chilcote pc,0.0,False,,
C00169821,TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC),TYSON FOODS INC.,Q,C,tyson foods inc typac,113500.0,true,2016,2026
C00171843,LIBERTY MUTUAL INSURANCE COMPANY - PAC,LIBERTY MUTUAL INSURANCE COMPANY,Q,C,liberty mutual insurance company,0.0,False,,
C00171926,"EMPLOYEES OF DUPONT PAC - DUPONT DE NEMOURS, INC.","DUPONT DE NEMOURS, INC.",Q,C,dupont dupont de nemours inc,13000.0,true,2016,2016
C00172635,BASS BROTHERS ENTERPRISES INC. - POLITICAL ACTION COMMITTEE,NONE,Q,C,bass brothers enterprises inc,0.0,False,,
C00174367,NORTHWEST NATURAL GAS POLITICAL ACTION COMMITTEE,NW NATURAL,Q,C,northwest natural gas,0.0,False,,
C00176388,TEXAS INDUSTRIES INC POLITICAL ACTION COMM,TEXAS INDUSTRIES INC POLITICAL ACTION COMM,Q,C,texas industries inc comm,0.0,False,,
C00177436,UNUM GROUP POLITICAL ACTION COMMITTEE (UNUMPAC),UNUM GROUP,Q,C,unum group unumpac,0.0,False,,
C00177741,ASPLUNDH TREE EXPERT CO POLITICAL ACTION COMMITTEE (ATE PAC),ASPLUNDH TREE EXPERT CO POLITICAL ACTION COMMITTEE (ATE PAC),Q,C,asplundh tree expert co ate,0.0,False,,
C00178012,PEOPLE'S BANK FEDERAL POLITICAL ACTION COMMITTEE,PEOPLE'S BANK FEDERAL POLITICAL ACTION COMMITTEE,Q,C,people s bank federal,0.0,False,,
C00181529,1ST SOURCE CORPORATION POLITICAL ACTION COMMITTEE,1ST SOURCE CORPORATION,Q,C,1st source corporation,0.0,False,,
C00182980,ARKEMA INC POLITICAL ACTION COMMITTEE,ARKEMA INC,Q,C,arkema inc,0.0,False,,
C00183426,ERICKSON & SEDERSTROM P C POLITICAL ACTION COMMITTEE,"ERICKSON & SEDERSTROM, P C",Q,C,erickson sederstrom p c,0.0,False,,
C00183962,BANCORP SOUTH BANK PAC FKA BANK OF MISSISSIPPI OFFICERS VOLUNTARY POLITICAL COMMITTEE,BANCORPSOUTH BANK,Q,C,bancorp south bank fka bank mississippi officers voluntary,0.0,False,,
C00185520,UNIVERSAL HEALTH SERVICES EMPLOYEES' GOOD GOVERNMENT FUND,"PSYCHIATRIC SOLUTIONS, INC. FED PAC",Q,C,universal health services good government,0.0,False,,
C00185694,ASSURANT INC. POLITICAL ACTION COMMITTEE,ASSURANT INC.,Q,C,assurant inc,42000.0,true,2016,2022
C00186064,"FEDERAL BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC","BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC PAC)",Q,C,federal bipartisan voluntary public affairs pnc financial services group inc pnc,255569.62,true,2016,2026
C00187799,NORTHWESTERN ENERGY EMPLOYEES PAC,NORTHWESTERN ENEREGY,Q,C,northwestern energy,0.0,False,,
C00188177,H&R BLOCK INC. POLITICAL ACTION COMMITTEE (BLOCKPAC),H&R BLOCK INC.,Q,C,h r block inc blockpac,88416.72,true,2016,2024
C00191759,RENASANT BANK EMPLOYEES' VOLUNTARY POLITICAL COMMITTEE,PEOPLES BANK & TRUST COMPANY,Q,C,renasant bank voluntary,0.0,False,,
C00192906,"FIRST MIDWEST BANCORP, INC GOVERNMENT AFFAIRS FUND",FIRST MIDWEST BANCORP INC GOVERNMENT AFFAIRS FUND,Q,C,first midwest bancorp inc government affairs,0.0,False,,
C00193169,STANDARD INSURANCE COMPANY POLITICAL ACTION COMMITTEE (STAN-PAC),STANDARD INSURANCE COMPANY,Q,C,standard insurance company stan,0.0,False,,
C00193383,ARCBEST CORPORATION POLITICAL ACTION COMMITTEE,ARCBEST CORPORATION,Q,C,arcbest corporation,3441.0,true,2022,2022
C00194126,BEAM SUNTORY INC POLITICAL ACTION COMMITTEE,BEAM SUNTORY INC,Q,C,beam suntory inc,0.0,False,,
C00194555,WINSTEAD PC POLITICAL ACTION COMMITTEE,WINSTEAD PC,Q,C,winstead pc,0.0,False,,
C00195362,"DENTONS COHEN & GRIGSBY P.C., POLITICAL ACTION COMMITTEE",DENTONS COHEN & GRIGSBY P.C.,Q,C,dentons cohen grigsby p c,0.0,False,,
C00195388,BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC',BUCHANAN INGERSOLL & ROONEY PC,Q,C,buchanan ingersoll rooney pc effective government birpc,0.0,False,,
C00196725,HEWLETT PACKARD ENTERPRISE COMPANY PAC,HEWLETT PACKARD ENTERPRISE COMPANY,Q,C,hewlett packard enterprise company,13488.31,true,2018,2026
C00197228,"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)","ANTHEM, INC.",Q,C,anthem inc anthem,0.0,False,,
C00197749,THE WALT DISNEY PRODUCTIONS EMPLOYEES PAC,WALT DISNEY PRODUCTIONS,Q,C,walt disney productions,0.0,False,,
C00197863,ALTICE USA PAC,ALTICE USA,Q,C,altice usa,0.0,False,,
C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE,GENENTECH INC.,Q,C,genentech inc,0.0,False,,
C00199497,"VIZIENT, INC., POLITICAL ACTION COMMITTEE","VIZIENT, INC.",Q,C,vizient inc,0.0,False,,
C00199703,GLAXOSMITHKLINE LLC PAC (GSK PAC),GLAXOSMITHKLINE LLC,Q,C,glaxosmithkline llc gsk,0.0,False,,
C00200089,OWENS CORNING BETTER GOVERNMENT FUND,OWENS CORNING,Q,C,owens corning better government,52824.81,true,2016,2022
C00200139,THE HERSHEY COMPANY POLITICAL ACTION COMMITTEE,THE HERSHEY COMPANY,Q,C,hershey company,84270.0,true,2016,2024
C00200329,IOWA FARM BUREAU FEDERATION POLITICAL ACTION COMMITTEE/FB PAC,FBL FINANCIAL GROUP INC. PAC,Q,C,iowa farm bureau federation fb,0.0,False,,
C00201491,INTERGRAPH CORPORATION POLITICAL ACTION COMMITTEE,INTERGRAPH CORPORATION,Q,C,intergraph corporation,0.0,False,,
C00202085,"JAFFE, RAITT, HEUER & WEISS POLITICAL COMMITTEE",NONE,Q,C,jaffe raitt heuer weiss,0.0,False,,
C00204099,DEERE & COMPANY PAC (AKA JOHN DEERE PAC),DEERE & COMPANY,Q,C,deere company aka john deere,6000.0,true,2016,2018
C00204180,"FUELCELL ENERGY, INC. PAC","FUELCELL ENERGY, INC.",Q,C,fuelcell energy inc,0.0,False,,
C00206136,AMEREN FEDERAL POLITICAL ACTION COMMITTEE (AMERENFED PAC),AMEREN CORPORATION,Q,C,ameren federal amerenfed,0.0,False,,
C00206672,NEWMONT CORPORATION PAC (NEWPAC),NEWMONT CORPORATION,Q,C,newmont corporation newpac,14300.0,true,2016,2020
C00207258,XEROX CORPORATION POLITICAL ACTION COMMITTEE (XPAC),XEROX CORPORATION,Q,C,xerox corporation xpac,0.0,False,,
C00207472,THE BRINK'S COMPANY POLITICAL ACTION COMMITTEE,THE BRINK'S COMPANY,Q,C,brink s company,0.0,False,,
C00208249,EMPIRE DISTRICT ELECTRIC COMPANY AND LIBERTY UTILITIES CO. POLITICAL ACTION COMMITTEE D/B/A LIBERTY UTILITIES PAC,EMPIRE DISTRICT ELECTRIC COMPANY,Q,C,empire district electric company liberty utilities co d b a liberty utilities,0.0,False,,
C00208322,MANAGEMENT AND TRAINING CORPORATION POLITICAL ACTION COMMITTEE,MANAGMENT & TRAINING CORPORATION,Q,C,management training corporation,0.0,False,,
C00208983,MANTECH INTERNATIONAL CORPORATION POLITICAL ACTION COMMITTEE   ( A.K.A 'MANTECH PAC'),MANTECH INTERNATIONAL CORPORATION,Q,C,mantech international corporation a k a mantech,0.0,False,,
C00210526,AMERICAN FIDELITY CORPORATION POLITICAL ACTION COMMITTEE,AMERICAN FIDELITY CORPORATION,Q,C,american fidelity corporation,0.0,False,,
C00210617,OHIOHEALTH STAR CORPORATION POLITICAL ACTION COMMITTEE DBA OHIOHEALTH PAC,OHIOHEALTH STAR CORPORATION POLITICAL ACTION COMMITTEE DBA OHIOHEALTH PAC,Q,C,ohiohealth star corporation dba ohiohealth,0.0,False,,
C00211250,AON CORPORATION POLITICAL ACTION COMMITTEE,AON CORPORATION,Q,C,aon corporation,6500.0,true,2016,2022
C00212522,KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KELLYPAC),KELLY SERVICES INC.,Q,C,kelly services inc kellypac,1200.0,true,2016,2016
C00213074,HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,HILTON WORLDWIDE,Q,C,hilton worldwide,74500.0,true,2016,2026
C00213231,"A DUDA & SONS, INC POLITICAL ACTION COMMITTEE","A DUDA & SONS, INC POLITICAL ACTION COMMITTEE",Q,C,a duda sons inc,0.0,False,,
C00213348,"HOLCIM (US) INC. AND AGGREGATE INDUSTRIES MANAGEMENT, INC. EMPLOYEES PAC  (A/K/A LAFARGEHOLCIM USA EMPLOYEES PAC)",HOLCIM (US) INC.,Q,C,holcim us inc aggregate industries management inc a k a lafargeholcim usa,0.0,False,,
C00214072,"UNIVERSAL LEAF TOBACCO COMPANY, INCORPORATED POLITICAL ACTION COMMITTEE (FEDERAL)","UNIVERSAL LEAF TOBACCO COMPANY, INCORPORATED",Q,C,universal leaf tobacco company incorporated federal,0.0,False,,
C00214148,AMERICAN PEANUT SHELLERS ASSOCIATION POLITICAL ACTION COMMITTEE,AMERICAN PEANUT SHELLERS ASSOCIATION,Q,C,american peanut shellers association,11550.0,true,2016,2018
C00214304,"AHOLD DELHAIZE USA, INC POLITICAL ACTION COMMITTEE","AHOLD DELHAIZE USA, INC.",Q,C,ahold delhaize usa inc,0.0,False,,
C00214338,"L BRANDS, INC./LIMITED BRANDS POLITICAL ACTION COMMITTEE (LIMITED BRANDS PAC)","L BRANDS, INC.",Q,C,l brands inc limited brands limited brands,0.0,False,,
C00214379,HUNTER ENGINEERING COMPANY PAC,HUNTER ENGINEERING COMPANY PAC,Q,C,hunter engineering company,0.0,False,,
C00214866,STV GROUP INC POLITICAL ACTION COMMITTEE,"STV GROUP, INCORPORATED",Q,C,stv group inc,0.0,False,,
C00215053,SWEDISH MATCH NORTH AMERICA LLC PAC,SWEDISH MATCH NORTH AMERICA LLC,Q,C,swedish match north america llc,0.0,False,,
C00215129,GREYHOUND LINES POLITICAL ACTION COMMITTEE,GREYHOUND LINES,Q,C,greyhound lines,0.0,False,,
C00215285,GENERAL ATOMICS POLITICAL ACTION COMMITTEE,GENERAL ATOMICS POLITICAL ACTION COMMITTEE,Q,C,general atomics,0.0,False,,
C00215558,"MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE","MCLANE COMPANY, INC",Q,C,mclane company inc federal,0.0,False,,
C00216184,ANESTHESIA SERVICE MEDICAL GROUP ADVOCACY FUND,ANESTHESIA SERVICE MEDICAL GROUP ADVOCACY FUND,Q,C,anesthesia service medical group advocacy,0.0,False,,
C00216770,MATERION CORPORATION POLITICAL ACTION COMMITTEE,MATERION CORPORATION,Q,C,materion corporation,0.0,False,,
C00217471,MAERSK INC. POLITICAL ACTION COMMITTEE (MAERSK PAC),MAERSK INC.,Q,C,maersk inc maersk,0.0,False,,
C00217877,SOUTHERN GLAZER'S WINE AND SPIRITS PAC,SOUTHERN GLAZER'S WINE AND SPIRITS,Q,C,southern glazer s wine spirits,0.0,False,,
C00219642,"ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE","ENTERPRISE HOLDINGS, INC.",Q,C,enterprise holdings inc,0.0,False,,
C00221226,TENNESSEE RIGHT TO LIFE POLITICAL ACTION COMMITTEE,TENNESSEE RIGHT TO LIFE INC,Q,C,tennessee right to life,0.0,False,,
C00224147,GREAT SOUTHERN BANK EMPLOYEES GOOD GOVERNMENT COMMITTEE,GREAT SOUTHERN BANK,Q,C,great southern bank good government,0.0,False,,
C00224790,GRAYROBINSON P.A. POLITICAL ACTION COMMITTEE,GRAYROBINSON P.A.,Q,C,grayrobinson p a,0.0,False,,
C00225342,MCGUIREWOODS FEDERAL PAC,NONE,Q,C,mcguirewoods federal,7359.0,true,2018,2018
C00226548,VISTRA ENERGY LEADERS POLITICAL ACTION COMMITTEE OF VISTRA CORP.,VISTRA CORP.,Q,C,vistra energy leaders vistra corp,0.0,False,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORPORATION,Q,C,microsoft corporation,0.0,False,,
C00228106,PPL CORPORATION PEOPLE FOR GOOD GOVERNMENT,LG&E - KU POLITICAL ACTION COMMITTEE,Q,C,ppl corporation people good government,147666.57,true,2016,2026
C00228379,"ROETZEL & ANDRESS CO, LPA FSL PAC","ROETZEL & ANDRESS CO, LPA FSL PAC",Q,C,roetzel andress co lpa fsl,0.0,False,,
C00228924,COMMUNITY BANCSHARES OF MISSISSIPPI INC. POLITICAL ACTION COMMITTEE,"COMMUNITY BANCSHARES OF MISSISSIPPI, INC.",Q,C,community bancshares mississippi inc,0.0,False,,
C00229435,LEGGETT & PLATT INCORPORATED POLITICAL ACTION COMMITTEE,LEGGETT & PLATT INCORPORATED POLITICAL ACTION COMMITTEE,Q,C,leggett platt incorporated,36224.0,true,2016,2024
C00232272,PAN-AMERICAN LIFE INSURANCE COMPANY PAC (PALIC PAC),PAN-AMERICAN LIFE INSURANCE COMPANY,Q,C,pan american life insurance company palic,0.0,False,,
C00233056,AUTOZONE INC COMMITTEE FOR BETTER GOVERNMENT,"AUTOZONE, INC",Q,C,autozone inc better government,90178.92,true,2016,2024
C00233304,NAIOP-PAC,"NAIOP, INC.",Q,C,naiop,61500.0,true,2016,2026
C00234120,"UNITED STATES SUGAR CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN POLITICAL ACTION COMMITTEE,","UNITED STATES SUGAR CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN POLITICAL ACTION COMMITTEE,",Q,C,united states sugar corporation employee stock ownership plan,0.0,False,,
C00235739,BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),BNSF RAILWAY COMPANY,Q,C,bnsf railway company railpac bnsf railpac,8749.36,true,2020,2020
C00236034,WERNER ENTERPRISES INC POLITICAL ACTION COMMITTEE,WERNER ENTERPRISES INC,Q,C,werner enterprises inc,606907.8,true,2016,2026
C00236414,TRANSAMERICA CORPORATION PAC,TRANSAMERICA,Q,C,transamerica corporation,0.0,False,,
C00236489,"KOCH INDUSTRIES, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)","KOCH INDUSTRIES, INC.",Q,C,koch industries inc kochpac,0.0,False,,
C00236760,ULLICO INC. POLITICAL ACTION COMMITTEE (ULLIPAC),ULLICO INC.,Q,C,ullico inc ullipac,0.0,False,,
C00237065,PORTLAND CEMENT ASSOCIATION INC. (CEMENT PAC),PORTLAND CEMENT ASSOCIATION,Q,C,portland cement association inc cement,0.0,False,,
C00238311,"AIR TRANSPORT SERVICES GROUP, INC. PAC","AIR TRANSPORT SERVICES GROUP, INC. PAC",Q,C,air transport services group inc,0.0,False,,
C00238691,"CORRIDOR 67, INC POLITICAL ACTION COMMITTEE - PAC 67","CORRIDOR 67, INC.",Q,C,corridor 67 inc 67,0.0,False,,
C00239780,PHILIPS NORTH AMERICA LLC POLITICAL ACTION COMMITTEE,PHILIPS NORTH AMERICA LLC,Q,C,philips north america llc,0.0,False,,
C00239947,"CAESARS ENTERTAINMENT, INC. POLITICAL ACTION COMMITTEE","CAESARS ENTERTAINMENT, INC.",Q,C,caesars entertainment inc,0.0,False,,
C00243659,HY-VEE INC EMPLOYEES' POLITICAL ACTION COMMITTEE,"HY-VEE, INC.",Q,C,hy vee inc,0.0,False,,
C00243675,RIO TINTO AMERICA INC. PAC,RIO TINTO AMERICA INC.,Q,C,rio tinto america inc,0.0,False,,
C00247262,"MAGELLAN HEALTH, INC. EMPLOYEE COMMITTEE FOR GOOD GOVERNMENT","MAGELLAN HEALTH, INC.",Q,C,magellan health inc employee good government,0.0,False,,
C00247981,"CORTEVA, INC. EMPLOYEES PAC (CORTEVA AGRISCIENCE PAC)","CORTEVA, INC.",Q,C,corteva inc corteva agriscience,102406.24,true,2018,2024
C00248047,"BROUSE & MCDOWELL, A LEGAL PROFESSIONAL ASSOCIATION FSL PAC","BROUSE & MCDOWELL, A LEGAL PROFESSIONAL ASSOCIATION FSL PAC",Q,C,brouse mcdowell a legal professional association fsl,0.0,False,,
C00248716,COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORPORATION,Q,C,comcast corporation nbcuniversal federal,3267993.11,true,2016,2026
C00250407,"SOUTHERN NUCLEAR OPERATING COMPANY, INC. PAC",SOUTHERN NUCLEAR OPERATING COMPANY,Q,C,southern nuclear operating company inc,7496.35,true,2020,2022
C00251751,"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE","LOWE'S COMPANIES, INC.",Q,C,lowe s companies inc,98749.23,true,2016,2026
C00251876,AMGEN INC. POLITICAL ACTION COMMITTEE,AMGEN INC.,Q,C,amgen inc,384745.09,true,2016,2026
C00252684,CAMBIA HEALTH SOLUTIONS INC. PAC,CAMBIA HEALTH SOLUTIONS INC.,Q,C,cambia health solutions inc,13354.99,true,2016,2016
C00253153,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE","BLOOMIN' BRANDS, INC",Q,C,bloomin brands inc,64500.0,true,2016,2020
C00253369,"INVESCO HOLDING COMPANY (US), INC. POLITICAL ACTION COMMITTEE","INVESCO HOLDING COMPANY (US), INC.",Q,C,invesco holding company us inc,0.0,False,,
C00253468,FEDERAL AGRICULTURAL MORTGAGE CORPORATION POLITICAL ACTION COMMITTEE,FEDERAL AGRICULTURAL MORTGAGE CORPORATION POLITICAL ACTION COMMITTEE,Q,C,federal agricultural mortgage corporation,0.0,False,,
C00254268,CROWN CORK & SEAL COMPANY INC. PAC,CROWN CORK & SEAL COMPANY INC.,Q,C,crown cork seal company inc,2300.0,true,2018,2018
C00254953,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC),JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY,Q,C,jackson holdings llc jackson national life insurance company separate segregated jackson national,0.0,False,,
C00255877,THE OPTIONS CLEARING CORPORATION PAC,THE OPTIONS CLEARING CORPORATION,Q,C,options clearing corporation,0.0,False,,
C00257246,GAP INC. POLITICAL ACTION COMMITTEE; THE,GAP INC.,Q,C,gap inc,0.0,False,,
C00257329,THE PROCTER & GAMBLE COMPANY GOOD GOVERNMENT FUND,THE PROCTER & GAMBLE COMPANY,Q,C,procter gamble company good government,399276.3,true,2016,2026
C00258236,"EMD SERONO, INC. POLITICAL ACTION COMMITTEE","EMD SERONO, INC.",Q,C,emd serono inc,0.0,False,,
C00260331,NEW JERSEY RIGHT TO  LIFE COMMITTEE FEDERAL PAC,NEW JERSEY RIGHT TO LIFE,Q,C,new jersey right to life federal,0.0,False,,
C00263483,"S&T BANK/S&T BANCORP, INC. POLITICAL ACTION COMMITTEE","S&T BANK/S&T BANCORP, INC. POLITICAL ACTION COMMITTEE",Q,C,s t bank s t bancorp inc,0.0,False,,
C00268904,TRINITY INDUSTRIES EMPLOYEE POLITICAL ACTION COMMITTEE (SF) INC.,TRINITY INDUSTRIES INC.,Q,C,trinity industries employee sf inc,9400.0,true,2016,2022
C00268987,AMICA MUTUAL INSURANCE COMPANY/FED-POLITICAL ACTION COMMITTEE,AMICA MUTUAL INSURANCE COMPANY,Q,C,amica mutual insurance company fed,0.0,False,,
C00270421,STE. MICHELLE WINE ESTATES LTD. POLITICAL ACTION COMMITTEE,STE. MICHELLE WINE ESTATES LTD.,Q,C,ste michelle wine estates ltd,285120.0,true,2016,2022
C00270967,"CAPITAL BLUEPAC, THE POLITICAL ACTION COMMITTEE OF CAPITAL BLUECROSS","BLUEPAC, THE BLUECROSS AND BLUESHIELD ASSOCIATION POLITICAL ACTION COMMITTEE",Q,C,capital bluepac capital bluecross,0.0,False,,
C00271007,HUMANA INC. POLITICAL ACTION COMMITTEE,HUMANA INC.,Q,C,humana inc,97594.89,true,2016,2024
C00272724,MAYNARD COOPER & GALE PC PAC,MAYNARD COOPER & GALE,Q,C,maynard cooper gale pc,0.0,False,,
C00274431,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),UNITEDHEALTH GROUP INCORPORATED,Q,C,unitedhealth group incorporated unitedhealth group,5000.0,true,2020,2020
C00275230,ZIONS BANCORPORATION PAC,"ZIONS BANCORPORATION, N.A.",Q,C,zions bancorporation,96130.2,true,2016,2026
C00275529,"FIRSTCASH, INC. POLITICAL ACTION COMMITTEE","FIRSTCASH, INC.",Q,C,firstcash inc,0.0,False,,
C00276592,INTERNATIONAL BANK OF COMMERCE COMMITTEE FOR IMPROVEMENT AND BETTERMENT OF THE COUNTRY,INTERNATIONAL BANK OF COMMERCE,Q,C,international bank commerce improvement betterment country,0.0,False,,
C00277152,ROGERS GROUP INC. POLITICAL ACTION COMMITTEE,ROGERS GROUP INC.,Q,C,rogers group inc,0.0,False,,
C00277988,"WINTHROP & WEINSTINE, P.A. POLITICAL FUND","WINTHROP & WEINSTINE, P.A.",Q,C,winthrop weinstine p a,0.0,False,,
C00279216,IHEARTMEDIA INC. PAC,IHEARTMEDIA INC.,Q,C,iheartmedia inc,0.0,False,,
C00279224,APACHE CORPORATION POLITICAL ACTION COMMITTE (APACHEPAC),APACHE CORPORATION,Q,C,apache corporation committe apachepac,0.0,False,,
C00279331,CONSOL ENERGY INC. PAC,"CONSOL ENERGY, INC.",Q,C,consol energy inc,0.0,False,,
C00279455,ZENECA. INC. POLITICAL ACTION COMMITTEE (AZPAC),ZENECA INC.,Q,C,zeneca inc azpac,4255.0,true,2022,2022
C00279497,POLARIS INDUSTRIES POLITICAL PARTICIPATION PROGRAM,POLARIS INDUSTRIES INC,Q,C,polaris industries participation program,0.0,False,,
C00280008,AKERMAN LLP PAC,AKERMAN LLP,Q,C,akerman llp,0.0,False,,
C00280156,SUEZ WATER INC. FEDERAL PAC,SUEZ WATER INC.,Q,C,suez water inc federal,0.0,False,,
C00281162,BAYER U.S. LLC POLITICAL ACTION COMMITTEE,BAYER U.S. LLC,Q,C,bayer u s llc,0.0,False,,
C00281675,BUZZI UNICEM USA INC POLITICAL ACTION COMMITTEE,BUZZI UNICEM USA INC.,Q,C,buzzi unicem usa inc,0.0,False,,
C00282038,"SONY PICTURES ENTERTAINMENT, INC. PAC","SONY PICTURES ENTERTAINMENT, INC.",Q,C,sony pictures entertainment inc,0.0,False,,
C00282566,"GRAPHIC PACKAGING INTERNATIONAL, LLC POLITICAL ACTION COMMITTEE","GRAPHIC PACKAGING INTERNATIONAL, LLC",Q,C,graphic packaging international llc,0.0,False,,
C00282921,WINSTON & STRAWN LLP POLITICAL ACTION COMMITTEE,NONE,Q,C,winston strawn llp,0.0,False,,
C00283440,LINDE INC. POLITICAL ACTION COMMITTEE,"LINCARE HOLDINGS, INC. EMPLOYEE ACTION FUND",Q,C,linde inc,0.0,False,,
C00284810,"MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE","MARRIOTT INTERNATIONAL, INC.",Q,C,marriott international inc,277824.55,true,2016,2026
C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT INC.,Q,C,home depot inc,230831.16,true,2016,2026
C00286922,CAREFIRST BLUECROSS BLUESHIELD ASSOCIATES' FEDERAL PAC,CAREFIRST BLUE CROSS BLUESHIELD,Q,C,carefirst bluecross blueshield associates federal,0.0,False,,
C00287003,WSP USA INC. PAC,WSP USA INC. PAC,Q,C,wsp usa inc,0.0,False,,
C00287714,HOLLAND AMERICA LINE INC. PAC (HALPAC),HOLLAND AMERICA LINE INC. PAC (HALPAC),Q,C,holland america line inc halpac,0.0,False,,
C00288712,AVIENT CORP. POLITICAL ACTION COMMITTEE,AVIENT CORP. POLITICAL ACTION COMMITTEE,Q,C,avient corp,0.0,False,,
C00290502,FIFTH THIRD BANCORP POLITICAL ACTION COMMITTEE,FIFTH THIRD BANCORP,Q,C,fifth third bancorp,1500.0,true,2018,2018
