brand_raw,suggested_canonical,score
Shake Restaurant,Nobu Restaurant,80.0
American Health,Ro Health,80.0
Educational Employees Credit Union,Ent Credit Union,85.71428571428571
Hollywood Hustler,Hollywood Pet,81.81818181818181
Bc Partners,Kodiak Building Partners,84.21052631578948
Glacier Bank,3 Bank,80.0
Huda Beauty,A Beauty,85.71428571428571
Great Basin Brewery,Great Lakes Brewery,84.21052631578948
Black Diamond,Blue Diamond,80.0
Modern Market,Mothers Market,81.48148148148148
Saltgrass Steakhouse,Kobe Steakhouse,80.0
Frito-Lay,Frito Lay,88.88888888888889
Cotton Collection,Tea Collection,83.33333333333333
Marinela,Mariner,80.0
Morgan Chaney,Morgan Stanley,81.48148148148148
Demetech Corporation,Zoho Corporation,81.48148148148148
Reynolds & Reynolds,Reynolds Consumer Products,88.88888888888889
Vers Bradlley,Vera Bradley,88.0
O'Reilly,O'Riellys,82.35294117647058
Lincoln Financial Group,Gm Financial,85.71428571428571
Beauty Society,Society 6,87.5
Royal Credit Union,Global Credit Union,86.48648648648648
Fromm Dog Food,Fromm (Pet Food Company) Fromm,83.33333333333333
Brinks Home Security,Adt Security,80.0
Dickinson Financial Corp,Dickinson Financial Corporation,88.37209302325581
Thompson Gas,Thompson Street Capital,80.0
Tommy Car Washes,Tommy's Car Wash,87.5
Cedar Direct,Direct Tv,80.0
Yahoo News,E News,80.0
Pure Romance,B Pure,80.0
R.C. Willey,Rc Willey,80.0
It'S A Supermarket,Pet Supermarket,84.61538461538461
Anschutz Corporation,Zoho Corporation,81.48148148148148
Dairyland Insurance,Car Insurance,81.81818181818181
Sherm'S Market,Mother'S Market,82.75862068965517
Lifewave,Lifeway,80.0
Total Beverages,Polar Beverages,80.0
Kakuten,Rakuten,85.71428571428571
Hitchhiker Brewing Company,Upland Brewing Company,81.08108108108108
Bj',Bj'S,85.71428571428571
Scenic Cruise Lines,American Cruise Lines,80.0
Hannaford Food Store,Food Co Store,86.95652173913044
Peavey Electronics In Meridian,B&H Electronics,84.61538461538461
MS,MLS,80.0
Meritrust Credit Union,Ent Credit Union,85.71428571428571
Queen Mary,Dairy Queen,85.71428571428571
Soulcare Skin Care Line By Alicia Keys,Line 6,80.0
Penny'S,Penzy'S,85.71428571428571
Jason Natural,B Jason,83.33333333333333
Avanti Press,J Press,83.33333333333333
Luana Bank,3 Bank,80.0
Dundee Bank,3 Bank,80.0
Vons Pavillions,Pavillions Grocery Store,80.0
Lcr Health,Ro Health,80.0
Harvard Health Plan,Ro Health,80.0
Age Beautiful,Ballet Beautiful,81.81818181818181
The Bancorp Group,Group M,83.33333333333333
Fairlife Farms,Prairie Farms,81.48148148148148
Bannerhealth,Banner Health,88.0
Coltons Restaurant,Nobu Restaurant,80.0
All American Ford,All American Eyeglass Repair,82.75862068965517
The French Press,J Press,83.33333333333333
Four Sigma,Four Sigmatic,86.95652173913044
Savage Xfenty,Savage Fenty,88.0
Telsa,Tulsa,80.0
Starlight Coffee,Jo Coffee,80.0
Bosley,Bose,80.0
Dillman Karate International,Fage International,83.87096774193549
Green State Credit Union,Ent Credit Union,85.71428571428571
Hills Bank,3 Bank,80.0
Pokemon,Pokémon,85.71428571428571
Venerable Insurance,General Insurance,88.88888888888889
Jessica Simpson Brand,Jessica Simpson Clothing,83.33333333333333
Provident Credit Union,Ardent Credit Union,87.8048780487805
Coffee Beanery,Beans Coffee,84.61538461538461
Lazy Dogs Restaurants,Bjs Restaurants,84.61538461538461
Miss Jessies Hair Products,Pdc Products,80.0
Clinics,Clinic W,80.0
Southeastern U.S,Southeastern College,85.71428571428571
Grocery Warehouse,Abc Warehouse,81.81818181818181
Clarus,Cars,80.0
Kreg Tool Company,Milwaukee Tool Company,82.75862068965517
Maps Credit Union,Ent Credit Union,85.71428571428571
Cosmetic Brands,Rj Brands,80.0
Stardust App,Stardust Jewelers,80.0
Chaco,Chaco'S,83.33333333333333
Vangaurd,Vanguard,87.5
GTE,GE,80.0
Pemco Mutual Insurance Company,Wolverine Mutual Insurance Company Of Michigan,88.88888888888889
Cost Saver,Cash Saver,80.0
Epic Garden,Epic Gardening,88.0
Jo Ann Fabrics,Jo Ann'S Fabric,89.65517241379311
Old Crow Whiskey,Old Soul Whiskey,81.48148148148148
Cincinnati Bengals,Fc Cincinnati,86.95652173913044
Ascension Press,J Press,83.33333333333333
Waterbean Coffee,Jo Coffee,80.0
Diaso,Daiso,80.0
The Heritage Group,Group M,83.33333333333333
Value Home Stores,Value Foods Grocery Stores,82.75862068965517
Libby Dental Group,Group M,83.33333333333333
South West Airline,Southwest Airlines,88.88888888888889
Nomad Cosmetics,Elf Cosmetics,81.81818181818181
Bodywork'S,Bodyworks,84.21052631578948
World'S Finest Chocolate,Worlds Finest Chocalate,89.36170212765957
Cornerstone Financial Credit Union. Nashville Tn,Gm Financial,85.71428571428571
Uc Health,Lcr Health,84.21052631578948
The Iowa Clinic,Clinic W,85.71428571428571
Byrd Hairdo Products,Pdc Products,80.0
Snap Pizza,Spin Pizza,80.0
Cognitus Consulting,Consulting Llc,83.33333333333333
Artisan Coffee,Jo Coffee,80.0
Bel Air,Blue Air,80.0
Taste Of New York,Ebin Of New York,81.48148148148148
Soleo Health,Solv Health,86.95652173913044
Victory Brew,7 Brew,80.0
Eagle Family Foods Group,Group M,83.33333333333333
C &S Wholesale,Bjs Wholesale,81.81818181818181
Portillos,Portellos,88.88888888888889
Griff'S Western Wear,Western Wear Store,80.0
Handles Ice Cream,Handel'S Ice Cream,85.71428571428571
Sunmaid Growers Of California,Banc Of California,83.87096774193549
Mentos,Mets,80.0
4 Oceans,Green Oceans,85.71428571428571
Ellianos Coffee,Jo Coffee,80.0
Guardian Life Insurance Company,Alfa Insurance Company,87.17948717948718
Fgf Brands,Fat Brands,80.0
Nasoya Organics,Era Organics,80.0
American Library Association,American Nurses Association,85.1063829787234
Buffalo Games,Buffalo Ny,82.35294117647058
Copelands Restaurante,Coltons Restaurant,82.05128205128204
Feld Entertainment,Flix Entertainment,88.88888888888889
Cape Cod Beer,Cape Cod 5,88.88888888888889
Pacificsource Insurance,Car Insurance,81.81818181818181
Mochi Health,Uc Health,80.0
Kartchner Homes,I Homes,83.33333333333333
State University Of New York,Boise State University,84.21052631578948
Baron'S Market,Market 32,80.0
Ibc Bank,3 Bank,80.0
Peterman Brothers,J Peterman,88.88888888888889
Super King Grocery Store Southern California,Super Savor Grocery Store,86.36363636363636
Vitamin World,Vitaminworld,88.0
Carbonis,Cronies,80.0
Franchise Group,Group M,83.33333333333333
Jewel Supermarkets,> > Jewel,83.33333333333333
Arizona Financial Credit Union,Desert Financial Credit Union,86.27450980392157
Pinchers Naples Florida Owned By Grant,Owned By 3M,84.21052631578948
Multiple Restaurants,Bjs Restaurants,84.61538461538461
Arizona Central Credit Union,Idaho Central Credit Union,86.95652173913044
J Lohr Wine,Josh Wine,80.0
Cooper Garrod Farm,Mr Cooper,80.0
Bank Of Rockbridge,3 Bank,80.0
Grocery Store In Ann Arbor Mi,Moms Grocery Store,83.87096774193549
Grill > >,Romano'S Macaroni Grill,83.33333333333333
> > Virgin Cruise > >,Virgin Cruises,89.65517241379311
California Chicken Cafe,California Baby,80.0
Thunderdome Restaurant Group,Group M,83.33333333333333
Flying Biscuit,Big Biscuit,80.0
Verve Coffee,Jo Coffee,80.0
Hounds,Hondos,83.33333333333333
Associated Bank,Associated Foods,80.0
Vw Sports,Black Bear Sports Group,80.0
Life Lock,Lock N Lock,80.0
Stampede Culinary Partners,Bc Partners,84.21052631578948
Sendik'S Food Market,Market 32,80.0
Kansas City Storm,Kansas City Steaks,80.0
Farm To Foot,Farm To Feet,83.33333333333333
Alden'S Organic,Eden Organic,81.48148148148148
1750 Marietta Highway,Highway 55,82.35294117647058
Jasper,Casper,83.33333333333333
Clayton Homes,I Homes,83.33333333333333
Hamilton Watches,Hamilton Beach,80.0
Downriver Federal Credit Union,Navy Federal Credit Union,88.88888888888889
V Pizza,Farellis Pizza,83.33333333333333
Giant Grocery In Northern Virginia,Giant Grocery Store,81.25
Lidl'S,Lidl,80.0
Bel Gioso,Belgioso,82.35294117647058
Betterhelp,Better Help,85.71428571428571
A.I.J.J. Enterprises,Earl Enterprises,81.48148148148148
INC,NC,80.0
Lactaid,Lactalis,80.0
Puig Brands,Rj Brands,80.0
Fenders,Blenders,80.0
Bumpers,Bumper'S,80.0
Parts & Accessories<Https,Apparel & Accessories<Https,86.36363636363636
Umb Bank,3 Bank,80.0
Universal Yum,Universal Standard,81.81818181818181
Warner Stellian Appliance Stores In Mn,Ge Appliance,85.71428571428571
Family Alternative,Alternative To,88.0
Creative Management Financial Planners,Fj Management,86.95652173913044
Price Cutters,> > Price Cutter > >,88.88888888888889
Google Fi,Google Fiber,85.71428571428571
Comed,Comet,80.0
Fullers Car Wash,El Car Wash,84.21052631578948
Bitty & Beau'S Coffee,Jo Coffee,80.0
Hey Sunday,Heysunday,84.21052631578948
Varsity Spirit,Easy Spirit,80.0
Inserra Supermarkets,Ideal Supermarket,81.08108108108108
Citizens Access,All Citizens,80.0
Cornerstone Brands,Rj Brands,80.0
Bostich,Bosch,83.33333333333333
Hero Cosmetics,Merit Cosmetics,82.75862068965517
Arca Continental,Continental Tires,81.48148148148148
Onemain Financial,Gm Financial,85.71428571428571
Bread Financial,Gm Financial,85.71428571428571
Backed By Clearlight Partners,Bc Partners,84.21052631578948
Partially Owned By Kjk Management,Fj Management,86.95652173913044
Northern Arizona University,Northern Michigan University,82.6086956521739
Wellness Pet Food,Wellness Cat Food & Treats,86.66666666666667
Harness,Hanes,83.33333333333333
Life Vest Company,Guardian Life Insurance Company,82.75862068965517
Livingwell Pharmaceuticals Aka Healthy Back Institute,Insmed Pharmaceuticals,81.08108108108108
Dibellas,Dibella'S,82.35294117647058
4Change Energy,Bang Energy,80.0
Hair Products),Dairy Products),89.65517241379311
The Seattle Krakken,Seattle Kraken,84.84848484848484
Society Insurance,Society 6,87.5
Joffrey'S Coffee & Tea Co. In Tampa,Jo Coffee,80.0
Sas Institute,Ncri Network Contagion Research Institute,81.81818181818181
Gsk Consumer,Consumer Cellular,80.0
Western Security Bank,Adt Security,80.0
Providence Health,Uc Health,80.0
Uncle Credit Union,Ent Credit Union,85.71428571428571
Elevation Church,Elevate Life Church,80.0
Kroger Company,> > Kroger > >,85.71428571428571
Jiff Peanut Butter,Peter Pan Peanut Butter,83.87096774193549
Sodel Restaurant Group,Atlas Restaurant Group In Baltimore,84.21052631578948
Owners Of J Alexander Restaurant Chain,Nobu Restaurant,80.0
Citarella A Grocery Store,Moms Grocery Store,83.87096774193549
Lifebridge Health,Uc Health,80.0
Delken Dry Cleaners,Bush Dry Cleaners,82.75862068965517
Yark Toyota Dealership And,Car Dealership,83.33333333333333
Washington Federal Bank,Washington Shoe,80.0
Tampa Bay Bucs,Tampa Bay Buccaners,84.84848484848484
Moo Moo Car Wash,El Car Wash,84.21052631578948
Moo Moo Carwash,Moo Moo Car Wash,86.95652173913044
Redners Markets,Dg Markets,82.35294117647058
Cavenders,Cavender'S,84.21052631578948
Compare Foods Grocery Stores,D&W Grocery Stores,87.5
Wynns Family Market,Family Fair Food Market,81.25
Compassus,Compass,87.5
Tello Wireless,H2O Wireless,80.0
Tatte Bakery & Cafe,Porto'S Bakery & Cafe,81.25
Healthy Pet Products,Pdc Products,80.0
Utah State University,State University Of New York,86.48648648648648
H Photo And Video In Nyc,B&H Photo Video,84.61538461538461
Directv,Direct Tv,87.5
Grocery Outlet Holding - Ugo,Grocery Store Outlet,82.35294117647058
Baylor Scott & White Healthcare,Ghr Healthcare,83.33333333333333
La Fitness,Mac Fitness,85.71428571428571
Abbys Pizza,V Pizza,83.33333333333333
Safer Brand Garden Products,Hair Care Products Brand,82.35294117647058
Mypilliw,Mypillow,87.5
Cub Foods - Grocery Stores In Mn,D&W Grocery Stores,87.5
Bare Home,Home Base,88.88888888888889
BFS,BS,80.0
Converge,Converse,87.5
Abc Medical Supply,Z Supply,85.71428571428571
Raiz Federal Credit Union,Jersey Shore Federal Credit Union,88.88888888888889
Birkensovk,Birkenstock,85.71428571428571
Killingsworth Insurance Agency Brooksville Fl,Car Insurance,81.81818181818181
Patriot Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Astellas,Athelas,80.0
Bfree Gluten Free Products,Katz Gluten Free,81.48148148148148
Bank Of Princeton,3 Bank,80.0
Halstead Bank,3 Bank,80.0
H Mart: Asian Grocery Store,Moms Grocery Store,83.87096774193549
Nine West Holding Brands,Brands Holding Corp,84.84848484848484
The Kasper Group,Group M,83.33333333333333
A Bakery,Nature'S Bakery,85.71428571428571
A Grocery Store In Lawrence,Moms Grocery Store,83.87096774193549
Racetrak,Racetrac,87.5
Charlotte Nc,Charlotte Tilbury,85.71428571428571
Zws Essentials,Design Essentials,83.33333333333333
Stars Restaurant,Vitales Restaurant,82.35294117647058
Marinitas Restaurants,Bjs Restaurants,84.61538461538461
Big Bunny,Big Buns,82.35294117647058
Roth'S Fresh Markets,Dg Markets,82.35294117647058
Western Governors University,Ohio University,80.0
Demoulas Supermarket Inc,Pet Supermarket,84.61538461538461
Lightstream,Gigstream,80.0
Brixton,Brighton,80.0
Defined Fitness,Fitness 19,82.35294117647058
Coast Central Credit Union,Arizona Central Credit Union,86.95652173913044
Rocket Car Wash,El Car Wash,84.21052631578948
Toaks,Toast,80.0
> > Marriott > >,Marriott Hotels,88.88888888888889
First Command Bank,Mid First Bank,83.33333333333333
Santa Clara University,Colorado State University,80.85106382978724
Naap Auto Supply,Z Supply,85.71428571428571
Advia Credit Union,Avadian Credit Union,89.47368421052632
Better Road Club,Better World Club,84.84848484848484
Geddes School Supply,Z Supply,85.71428571428571
Munson Healthcare,Ghr Healthcare,83.33333333333333
Cove,Cloves,80.0
Mieli,Miele,80.0
Commercial Tire,Precision General Commercial Contractors Inc,80.0
Athletic Greens,Alo Athletic,80.0
Tabor Homes,I Homes,83.33333333333333
Conoco Phillips,Phillips 76,84.21052631578948
The Gang,The Gap,80.0
Bodega Latina Corporation - They Own Smart,Zoho Corporation,81.48148148148148
Delotha,Delta,83.33333333333333
Dewey'S Pizza,V Pizza,83.33333333333333
Bullet Proof Coffee,Jo Coffee,80.0
Junghaven,Jungmaven,88.88888888888889
Pinnacle Bank,3 Bank,80.0
Clyde'S Restaurant,Nobu Restaurant,80.0
Dpr Construction,Pulte Construction Del Webb,85.71428571428571
Educators Credit Union,Ent Credit Union,85.71428571428571
Cleveland Institute Of Music,Sas Institute,81.81818181818181
Cartier,Carter'S,80.0
Hermès,Hermes,83.33333333333333
Palm Beach Sports Club,Palm Beach Tan,83.33333333333333
Elf Beauty,A Beauty,85.71428571428571
American Homes For Rent,I Homes,83.33333333333333
Orient Express,Pet Express,80.0
Tre Lune Restaurant,Nobu Restaurant,80.0
Lucky'S Restaurant,Nobu Restaurant,80.0
Puget Consumers Co-Op In Washington State,Puget Consumers Coop,85.71428571428571
Amerigas,Ameritas,87.5
Stone > >,Son > >,83.33333333333333
Mt Scott Fuel,Fuel 4,80.0
Carbonite,Carbonis,82.35294117647058
B & B Theatres,Amstar Theatres,80.0
Rosorts International Hotel,International Hotel Group,86.36363636363636
Paul Mitchell Hair Care,Chi Hair Care,81.81818181818181
True Insurance,Erie Insurance,85.71428571428571
Jewel Groceries,Jewel'S Grocers,86.66666666666667
Grill Modesto,Grill > >,83.33333333333333
Ge - Kitchen Appliances,Lg Appliances,86.95652173913044
Small Wood,Smallwoods,80.0
Uscca Insurance,Car Insurance,81.81818181818181
Mississippi Welder'S Supply Co,Z Supply,85.71428571428571
Credit Unions,Ent Credit Union,82.75862068965517
Springer Mountain Farms,Mountain Dew,80.0
Pizza Bolis,V Pizza,83.33333333333333
Marahalls,Marshals,82.35294117647058
Delonghi,De'Longhi,82.35294117647058
The Standard,Universal Standard,80.0
Chargepoint,Charge Point,86.95652173913044
Black Top Restaurant Group,Sodel Restaurant Group,84.21052631578948
Alliance Credit Union,Ent Credit Union,85.71428571428571
Edgewell Personal Care Company,Edgewell Personal Care Brands,86.27450980392157
Eegies,Eegees,83.33333333333333
Lacks Furniture,Becks Furniture,86.66666666666667
Better Planet Brands,Rj Brands,80.0
Blue Sushi Saki Grill,Grill > >,83.33333333333333
Whp Global,Js Global,80.0
Branch Furniture,Furniture Barn,86.66666666666667
Jr Watkins,J.R Watkins,85.71428571428571
The Heritage Foundation,The Heritage Group,80.0
Wells-Fargo,Wellsfargo,85.71428571428571
Portland Or,Portland Trailblazers,84.21052631578948
> > Piggly > >,Piggly Wiggly,85.71428571428571
Lor Coffee,Jo Coffee,84.21052631578948
Michigan Bean,Michigan > >,88.88888888888889
Mark Anthony Brewing,Mark Anthony Group,80.0
Midfirst Bank,3 Bank,80.0
Flux Athletic Shoes,Mizuno Athletic Shoes,84.84848484848484
Godiva Chocolate,Dove Chocolate,80.0
Skyline Yurt,> > Skyline > >,87.5
Jacksonville Fl,Jacksonville University,88.88888888888889
Spins Sweet,Sun Sweet,80.0
7 Of Mankind,7 For All Mankind,85.71428571428571
Stripes Gas Station,Wawa Gas Station,81.48148148148148
Outback Steakhouse,Kobe Steakhouse,80.0
Monks Restaurant,Coltons Restaurant,82.35294117647058
Buddys,Gas Buddy,80.0
Vermont Coffee Company,The Coffee Company,87.5
Intelligentsia Coffee Company,The Coffee Company,87.5
Mila,Milani,80.0
Merrick Dog Food,Merrick Pet Food,85.71428571428571
Finance Of America,Bank Of America,80.0
Mobility Works,Propark Mobility,80.0
In Shape Fitness,Fitness 19,82.35294117647058
Laundry Sauce,Nice Laundry,80.0
Topanga,Tanga,83.33333333333333
Church'S Chicken,Bush'S Chicken,80.0
Foodlink,Foodlion,87.5
K Hovanian Homes,I Homes,83.33333333333333
Bubblr,Bubbly,83.33333333333333
Ancient Nutrician,Ancient Nutrition,88.23529411764706
May Be A Canadian Company,Which May Be Canadian,83.33333333333333
Govee,Grove,80.0
Bookbub,Bookbob,85.71428571428571
U Brands,Haus Brands,85.71428571428571
Addman Group,Group M,83.33333333333333
Cameron Mitchell Restaurants,Bjs Restaurants,84.61538461538461
Jaunt Coffee In San Diego Ca,Jo Coffee,80.0
Jase,Jasper,80.0
Fire Department Coffee,Jo Coffee,80.0
Marquee Cinemas,Marcus Cinemas,82.75862068965517
Mac Beauty,A Beauty,85.71428571428571
Preferred Appliance Summerville Sc,Ge Appliance,85.71428571428571
Blackbird Farm,Blaire Farm,80.0
Erma Restaurant,La Mesa Mexican Restaurant,80.0
The Makers Of Persia Laundry Detergent,All Detergent,81.81818181818181
Newton Running,On Running,82.35294117647058
Titan Medical Group Llc,Group M,83.33333333333333
Cody Cosmetics,Nomad Cosmetics,82.75862068965517
Remington Homes,I Homes,83.33333333333333
Xtra Mile Running In Schaumburg,On Running,82.35294117647058
Off Broadway,Arizona Broadway Theatre,80.0
Painted Tree Boutiqes,The Painted Tree,85.71428571428571
Stok- Cold Brew Coffee,Jo Coffee,80.0
B&B Theaters,B & B Theatres,83.33333333333333
Yankees Entertainment Sports,Evo Entertainment,86.66666666666667
5 Lakes Coffee,Jo Coffee,80.0
Breakfast Restaurant,Nobu Restaurant,80.0
Global Industrial,Mse Industrial,83.33333333333333
Westmont Hospitality Group,Group M,83.33333333333333
Edge Fitness Clubs,The Edge Fitness Club,87.17948717948718
> > Dunkin Donut > >,Dunkin Donuts,88.88888888888889
Soectrum,Spectrum,87.5
Haven Hot Chicken,Dave'S Hot Chicken,85.71428571428571
Peoples Bank,3 Bank,80.0
Hudson Valley Federal Credit Union,Navy Federal Credit Union,88.88888888888889
Meaningful Partners Llc,Bc Partners,84.21052631578948
Science University,Ohio University,80.0
Boarshead,Boarsjead,88.88888888888889
> > Beauty First > Omaha,A Beauty,85.71428571428571
Kiehls,Khiels,83.33333333333333
Cfa Properties,Tower Properties Kansas City Missouri,83.33333333333333
Td Bank,3 Bank,80.0
Haagen - Grocery Store,Moms Grocery Store,83.87096774193549
Hanks Leather Goods,Portland Leather Goods,81.25
Utica Coffee,Jo Coffee,80.0
Liberty Car Wash,El Car Wash,84.21052631578948
Dango,Tango,80.0
Creative Wholesale,Bjs Wholesale,81.81818181818181
Great Harvest,Harvest Fare,80.0
NFL,FL,80.0
> > Ortho Molecular Products > >,Pdc Products,80.0
Excite Credit Union,Ent Credit Union,85.71428571428571
Woods Coffee,Jo Coffee,80.0
Crafty Beaver In Chicago,Chicago > >,87.5
Grenada Mississippi,Mississippi Made,81.48148148148148
Brigham Young University,Ohio University,80.0
American Best Eyeglass,All American Eyeglass Repair,87.17948717948718
Equitable Advisors,Axa Equitable,81.81818181818181
> > Thred Up > >,Thread Up,84.21052631578948
Aubrees Pizzaria,Uno Pizzaria,80.0
Fox'S Pizza,V Pizza,83.33333333333333
Zanos Restaurant Truckee Ca,Nobu Restaurant,80.0
Hiltom,Hilton,83.33333333333333
Zoe Financial,Gm Financial,85.71428571428571
Usa Bank,Usa Pan,80.0
Cheer Wine,Cheerwine,84.21052631578948
Grow Financial,Gm Financial,85.71428571428571
Cool Water,Water Coolers,86.95652173913044
Tullys Coffee,Tully'S Coffee,88.88888888888889
VWR,VW,80.0
Wellington Wealth Management,Fj Management,86.95652173913044
Terminex,Terminix,87.5
AT,ATT,80.0
Dorothy Lane Market They'Re A Small Grocery Chain,Market 32,80.0
State Employee Credit Union,Green State Credit Union,85.71428571428571
Finley Road Partners,Bc Partners,84.21052631578948
Starbuxks,Starbucks,88.88888888888889
Penn Station East Coast Sub,Penn Station Subs,82.75862068965517
Pur,Pura,85.71428571428571
Ucara,Ucare,80.0
Styler Beauty Zone,A Beauty,85.71428571428571
Big Y,Big R,80.0
Progressive Ins,Who May Be More Progressive,84.61538461538461
Wingers,Wings,83.33333333333333
Carmex,Carmax,83.33333333333333
Oberwise,Oberweis,87.5
Chicago Athletic Club,Chicago > >,87.5
Zion National Bank,First National Bank,83.87096774193549
Smart& Final,Smart & Final,88.0
Sumos Japanese Steakhouse,Kobe Steakhouse,80.0
Herbs Direct,Direct Tv,80.0
Fjällräven,Fjallraven,80.0
Verison,Versona,85.71428571428571
Oceanspray,Ocean Spray,85.71428571428571
Kittery Trading Post,Sierra Trading Post,82.05128205128204
Luv Car Wash,El Car Wash,84.21052631578948
Traders Ioes,Trader Joes,86.95652173913044
Northeast Food Store,Food Co Store,86.95652173913044
Marks Eastside,J Marks,83.33333333333333
Redstag Supplies,Restaurant Supplies,80.0
Travelon,Travelpro,82.35294117647058
Javiers Mexican Restuarant,La Mesa Mexican Restaurant,80.76923076923077
Lee'S Fried Chicken,Kentucky Fried Chicken,81.25
Evol Foods,Ebro Foods,80.0
Kln Family Brands,U Brands,85.71428571428571
> > Tropical Financial Credit Union > >,Desert Financial Credit Union,86.27450980392157
Barnie'S Coffee,Jo Coffee,80.0
Johnnie-O,Johnnie O,88.88888888888889
Opry Entertainment Group,Nordic Entertainment Group,88.37209302325581
American Blue Ribbon Holdings Parent Company Of Ocharleys,M1 Holdings,84.21052631578948
Coastal Financial Corporation,Gm Financial,85.71428571428571
> > Munson Health > >,Munson Healthcare,81.25
> > Horrocks > >,Horrocks Farm Market,88.88888888888889
> > Little Cesears > >,Little Ceasar,82.75862068965517
Artizan Coffee Roasters,Jo Coffee,80.0
Pet Supply > >,Z Supply,85.71428571428571
> > Iron Skillet Restaurant > >,Nobu Restaurant,80.0
> > Hens Den Restaurant > >,Nobu Restaurant,80.0
Bjs Brew House,Bj Brewhouse,84.61538461538461
Forma Brands,U Brands,85.71428571428571
Provence Beauty,A Beauty,85.71428571428571
Devout Coffee Fremont,Jo Coffee,80.0
Bertucci'S,Bucci'S,82.35294117647058
Doterra,Dōterra,85.71428571428571
> > Costa Farms > >,Coastal Farm,80.0
Vodka Brands,U Brands,85.71428571428571
The Scotts Company,The Potato Company,83.33333333333333
Cordova International Farmers Market,Valli International Market,86.95652173913044
Tito'S Vodka,Titos Vodka,86.95652173913044
Medisafe,Medishare,82.35294117647058
Extreme Wellness,Wellness Dog,80.0
Webber Grill,Grill > >,83.33333333333333
Lumos,Lemos,80.0
Full Leaf Tea Company,Full Moon Tea Company,86.48648648648648
Summit Partners,Bc Partners,84.21052631578948
J&R Steakhouse,Lone Star Steakhouse,83.33333333333333
American Cancer Society,Society 6,87.5
J.Jill,J Jill,83.33333333333333
The Loft,A Loft,80.0
Diamond Dog Food,Diamond Natural Pet Food,85.71428571428571
Victor Dog Food,Victor Pet Food,84.61538461538461
The Investment,Patten & Patten Investment,83.33333333333333
Mission Foods,Nissin Foods,88.0
Los Angeles Rams,Nbc Los Angeles,84.61538461538461
Krist Food Mart,H Mart,80.0
Tao Teas,Tazo Tea,87.5
Designs For Health,Uc Health,80.0
Fairway Grocery Store,Final Grocery Store,85.0
Metropolitan Market,Market 32,80.0
Morton'S Steakhouse,Mastro'S Steakhouse,84.21052631578948
Biaggi'S,Ziggi'S,80.0
Ct Stores,Warner Stellian Appliance Stores In Mn,80.0
Mary Baldwin University,Ohio University,80.0
Chi Hair Brand,Hair Care Products Brand,83.33333333333333
Shine Car Wash,El Car Wash,84.21052631578948
Shop Supermarket,Pet Supermarket,84.61538461538461
Foco,Flowco,80.0
Siera Trading,Sierra Trading Post,81.25
Youtube Tv,Youtube Quilting Instruction,82.35294117647058
Sunoco,Sonoco,83.33333333333333
Hartford Insurance Company,Alfa Insurance Company,87.17948717948718
Medical Protective A Medical Malpractice Insurance Company,Protective Life Insurance,88.88888888888889
Fairlife Llc,Fairlife Farms,80.0
Harbor Square Athletic Club,Alo Athletic,80.0
Maurice'S,Marc'S,80.0
Bellin Healthcare,Ghr Healthcare,83.33333333333333
Manatee Coffee,Jo Coffee,80.0
Sonder Health Plan,Uc Health,80.0
They Make Their Own Brands,U Brands,85.71428571428571
Veggie Grill,Grill > >,83.33333333333333
Chandi Group,Group M,83.33333333333333
Elections,Elevations,84.21052631578948
Omorovicza Skincare,Roc Skincare,80.0
Salsarita'S,Salsaritas,85.71428571428571
Hestan,Hestra,83.33333333333333
Mazzios,Mazzio'S,80.0
Lock Haven University,Ohio University,80.0
Iron Hill Brewing,Iron Hill Brewery,82.35294117647058
Beekman Skincare,Skincare Brand,80.0
Central Coast Home Health,Uc Health,80.0
Flylow,Fellow,83.33333333333333
Function Of Beauty,A Beauty,85.71428571428571
Eva-Nyc,Eva Nyc,85.71428571428571
Hannaford Grocery Store,Hannaford Food Store,85.71428571428571
Mountain Pure Water,Mountain Valley Spring Water,84.84848484848484
Ez Mart,H Mart,80.0
> > Buccees > >,Bucees,80.0
Chesapeake Fine Food Group,Chesapeake Bay,83.33333333333333
Castlery,Casterly,87.5
Lucchese Bootwear,Luchese Boots,80.0
Cardworks Inc Owners Of Merrick Bank,3 Bank,80.0
Jewel Food Stores,> > Jewel,83.33333333333333
Olivers Grocery Stores California,D&W Grocery Stores,87.5
Busch Light,Bud Light,80.0
Oh Norman,Merle Norman,80.0
Smartwater,Smart Water,85.71428571428571
Sailrite Enterprises Inc,Gosh Enterprises Inc,85.71428571428571
Bucc Ees,Buc' Ees,87.5
Southern Road,Southern Rock,84.61538461538461
Centroameticana Restaurant In New Orleans La,Nobu Restaurant,80.0
Alight Solutions Llc,Wits Solutions Llc,84.21052631578948
Tonys Market,Jons Market,86.95652173913044
A Good Egg Dining Group,Group M,83.33333333333333
Wynco,Winco,80.0
First Northern Credit Union,Ent Credit Union,85.71428571428571
Cato'S,Cato,80.0
Life Recovery Wellness,Wellness Dog,80.0
Totopo Restaurant In Pittsburgh,Nobu Restaurant,80.0
> > Noodles > >,Noodles & Co,87.5
Dr Pepper,Dr.Pepper,88.88888888888889
Cascadian Farms,Canada Farms,81.48148148148148
Papermate,Papermart,88.88888888888889
Northeast Financial Network,Gm Financial,85.71428571428571
Pearson Publishing,Piedmont Publishing,81.08108108108108
